SIRET,Nom de l'enseigne,nom_etab_officiel,search_query,type_activite,temporalité,Numéro et voie,Arrondissement,geo_point_2d
47952865500018,CHEZ CLAUDE,CHEZ CLAUDE,CHEZ CLAUDE 166 RUE SAINT HONORE Paris,Restaurant,toute_annee,166 RUE SAINT HONORE,75001.0,"48.86221546760592, 2.339457110032639"
89033583900019,BAGELSTEIN,Inconnu,BAGELSTEIN 50 RUE DE L ARBRE SEC Paris,Restaurant,toute_annee,50 RUE DE L ARBRE SEC,75001.0,"48.86084331977196, 2.342562923053652"
90981279400016,FUWA FUWA,Inconnu,FUWA FUWA 16 RUE D'ARGENTEUIL Paris,Restaurant,que_ete,16 RUE D'ARGENTEUIL,75001.0,"48.865592404417704, 2.3337363170988317"
93377139600019,BRASSERIE COQUELICOT,Inconnu,BRASSERIE COQUELICOT 2 QUAI DE LA MEGISSERIE Paris,Restaurant,toute_annee,2 QUAI DE LA MEGISSERIE,75001.0,"48.857664819173316, 2.3459287729351983"
52110432300022,LA REGALADE,Inconnu,LA REGALADE 106 RUE SAINT HONORE Paris,Restaurant,que_ete,106 RUE SAINT HONORE,75001.0,"48.861568296266334, 2.341948011690966"
83083515300016,ROBAC,BAO'S,ROBAC 22 RUE PIERRE LESCOT Paris,Bar,toute_annee,22 RUE PIERRE LESCOT,75001.0,"48.8630554471444, 2.3487955624101198"
44415910700010,LE COSY,Inconnu,LE COSY 19 RUE DU MONT THABOR Paris,Restaurant,que_ete,19 RUE DU MONT THABOR,75001.0,"48.86619005073261, 2.3270187891304777"
82400591200020,BOUCHE BEE,BOUCHE BEE,BOUCHE BEE 20 RUE DU ROULE Paris,Restaurant,que_ete,20 RUE DU ROULE,75001.0,"48.86098562065107, 2.343913684576894"
83780495400027,LISA,Inconnu,LISA 9 RUE BERGER Paris,Restaurant,toute_annee,9 RUE BERGER,75001.0,"48.86065612946956, 2.3488316709681514"
83483120800014,MOTORS COFFEE,MOTORS COFFEE,MOTORS COFFEE 7 RUE DES HALLES Paris,Restaurant,toute_annee,7 RUE DES HALLES,75001.0,"48.859296910957895, 2.346989049304184"
44018750800013,HONG YUAN,Inconnu,HONG YUAN 5 RUE DES HALLES Paris,Restaurant,toute_annee,5 RUE DES HALLES,75001.0,"48.859233442125, 2.3470572956230416"
41173327200016,FLAM'S,Inconnu,FLAM'S 62 RUE DES LOMBARDS Paris,Restaurant,toute_annee,62 RUE DES LOMBARDS,75001.0,"48.85985540636376, 2.3476101084283068"
94466244400024,CAMPELLI,CAMPELLI,CAMPELLI 36 RUE CROIX DES PETITS CHAMPS Paris,Restaurant,toute_annee,36 RUE CROIX DES PETITS CHAMPS,75001.0,"48.86426475633001, 2.3402783531212643"
79139018000010,CHEZ GLADINES,GLADINES HALLES,CHEZ GLADINES 11BIS RUE DES HALLES Paris,Restaurant,toute_annee,11BIS RUE DES HALLES,75001.0,"48.85988710865345, 2.346471367930731"
81900622200015,GOURMET DU ROULE,GOURMET DU ROULE,GOURMET DU ROULE 8 RUE DU ROULE Paris,Restaurant,que_ete,8 RUE DU ROULE,75001.0,"48.86046492367959, 2.3436404081959497"
83199339900011,LAITCHA,Inconnu,LAITCHA 7 RUE DU JOUR Paris,Restaurant,toute_annee,7 RUE DU JOUR,75001.0,"48.86353671244303, 2.3442650838529775"
44533010300059,CAFE SIRENE FRANCE,STARBUCKS COFFEE FRANCE,CAFE SIRENE FRANCE 91 BOULEVARD SAINT GERMAIN Paris,Restaurant,toute_annee,91 BOULEVARD SAINT GERMAIN,75001.0,"48.85197794859775, 2.339510145210443"
45129034000012,LOUISE,Inconnu,LOUISE 8 RUE CROIX DES PETITS CHAMPS Paris,Restaurant,que_ete,8 RUE CROIX DES PETITS CHAMPS,75001.0,"48.862648204441776, 2.339506887136782"
84060527300027,BLEND,BLEND,BLEND 18 RUE DUPHOT Paris,Restaurant,que_ete,18 RUE DUPHOT,75001.0,"48.868523422710325, 2.325544591421048"
98121687200011,YAMATO,YAMATO,YAMATO 54 RUE JEAN JACQUES ROUSSEAU Paris,Restaurant,toute_annee,54 RUE JEAN JACQUES ROUSSEAU,75001.0,"48.86383091957757, 2.3432209071933614"
48392036900020,BUSH BOY INDUSTRIES,TARATATA,BUSH BOY INDUSTRIES 49 RUE BERGER Paris,Restaurant,toute_annee,49 RUE BERGER,75001.0,"48.862186806117386, 2.342212456477517"
42934413800012,TRES HONORE - LA MAISON PLISSON,TRES HONORE - LA MAISON PLISSON,TRES HONORE - LA MAISON PLISSON 35 PLACE DU MARCHE SAINT HONORE Paris,Restaurant,toute_annee,35 PLACE DU MARCHE SAINT HONORE,75001.0,"48.86756448301337, 2.3319545647249114"
44968325900013,,Inconnu,Inconnu 26 RUE DE LA REYNIE Paris,Bar,toute_annee,26 RUE DE LA REYNIE,75001.0,"48.86021613503003, 2.3483951571644233"
32173731400013,STE D UNITES DE RESTAURATION EXPLOITATION ET GESTI,Inconnu,STE D UNITES DE RESTAURATION EXPLOITATION ET GESTI 3 RUE SAINTE OPPORTUNE Paris,Restaurant,toute_annee,3 RUE SAINTE OPPORTUNE,75001.0,"48.86002119623706, 2.347208748929934"
91350336300024,MIAMOR,Inconnu,MIAMOR 60 RUE DE L ARBRE SEC Paris,Bar,toute_annee,60 RUE DE L ARBRE SEC,75001.0,"48.861181185284245, 2.3425892927387233"
38294547500020,UDON BISTRO KUNITORAYA,Inconnu,UDON BISTRO KUNITORAYA 5 RUE VILLEDO Paris,Restaurant,toute_annee,5 RUE VILLEDO,75001.0,"48.86620724209983, 2.3362952858996486"
93155911600013,CREPERIE MONTORGUEIL,Inconnu,CREPERIE MONTORGUEIL 37 RUE MAUCONSEIL Paris,Restaurant,toute_annee,37 RUE MAUCONSEIL,75001.0,"48.864079682207034, 2.346791234047472"
83141063400016,SANJO,SANJO,SANJO 31 RUE D'ARGENTEUIL Paris,Restaurant,que_ete,31 RUE D'ARGENTEUIL,75001.0,"48.866408754110694, 2.333190409400454"
39840436800019,MARMARIS,Inconnu,MARMARIS 17 RUE SAINT DENIS Paris,Restaurant,toute_annee,17 RUE SAINT DENIS,75001.0,"48.85941508319881, 2.347771792498656"
88141569900019,CRÊPERIE MONTORGUEIL,Inconnu,CRÊPERIE MONTORGUEIL 37 RUE MAUCONSEIL Paris,Restaurant,toute_annee,37 RUE MAUCONSEIL,75001.0,"48.86408048627114, 2.346791243049392"
43142436500010,NOMAD'S,RELAIS DE L'ENTRECOTE,NOMAD'S 16 PLACE DU MARCHE SAINT HONORE Paris,Restaurant,toute_annee,16 PLACE DU MARCHE SAINT HONORE,75001.0,"48.86646974041539, 2.3315959887985014"
39197682600027,A LA TETE D OR,CASANOVA,A LA TETE D OR 6 RUE DES LAVANDIERES SAINTE OPPORTUNE Paris,Restaurant,toute_annee,6 RUE DES LAVANDIERES SAINTE OPPORTUNE,75001.0,"48.85865790916459, 2.346145876287936"
48221830200032,CINQUECENTO PIZZE,CINQUECENTO PIZZE,CINQUECENTO PIZZE 38 RUE SAINT-DENIS Paris,Restaurant,toute_annee,38 RUE SAINT-DENIS,75001.0,"48.86036648655086, 2.3484579675084487"
83785398500013,LE ST EUSTACHE,LE SAINT EUSTACHE,LE ST EUSTACHE 14 RUE MONTMARTRE Paris,Restaurant,toute_annee,14 RUE MONTMARTRE,75001.0,"48.86376847964319, 2.345783062034534"
83013926700025,ZHUANG SAS,Inconnu,ZHUANG SAS 41 RUE SAINT HONORE Paris,Restaurant,toute_annee,41 RUE SAINT HONORE,75001.0,"48.86080055760192, 2.345500168611638"
49878222600019,LE CAFE BLANC,CAFE BLANC,LE CAFE BLANC 10 RUE CROIX DES PETITS CHAMPS Paris,Restaurant,que_ete,10 RUE CROIX DES PETITS CHAMPS,75001.0,"48.86274910891385, 2.3394673608022947"
94952194200027,CELTIC CLOVER,CELTIC CLOVER,CELTIC CLOVER 28 RUE DE LA GRANDE TRUANDERIE Paris,Restaurant,toute_annee,28 RUE DE LA GRANDE TRUANDERIE,75001.0,"48.86300763826281, 2.3483197963146822"
87883911700024,CHEZ DENISE,Inconnu,CHEZ DENISE 5 RUE DES PROUVAIRES Paris,Restaurant,toute_annee,5 RUE DES PROUVAIRES,75001.0,"48.86146369162729, 2.3440857832981767"
94164243100014,FCC,Inconnu,FCC 21 RUE ETIENNE MARCEL Paris,Restaurant,toute_annee,21 RUE ETIENNE MARCEL,75001.0,"48.86396759938085, 2.3482263493767155"
72205566200018,BALTARD,Inconnu,BALTARD 11 RUE SAINT DENIS Paris,Restaurant,toute_annee,11 RUE SAINT DENIS,75001.0,"48.85926101356125, 2.347689238318339"
94423347700016,BENTOUYA TRAITEUR JAPONAIS,BENTOUYA TRAITEUR JAPONAIS,BENTOUYA TRAITEUR JAPONAIS 10 RUE DES PRÊCHEURS Paris,Restaurant,toute_annee,10 RUE DES PRÊCHEURS,75001.0,"48.86202406235197, 2.3487014272059112"
52487483100018,BISTRO BURGER,BISTRO BURGER,BISTRO BURGER 26 RUE DE MONTORGUEIL Paris,Restaurant,toute_annee,26 RUE DE MONTORGUEIL,75001.0,"48.863668585392034, 2.346480786142877"
90211211900026,SEEWIDE BAKERY,Inconnu,SEEWIDE BAKERY 17 RUE DES HALLES Paris,Restaurant,toute_annee,17 RUE DES HALLES,75001.0,"48.86033480573641, 2.3460736711173347"
45337675800018,LÉMONI,Inconnu,LÉMONI 7 RUE HEROLD Paris,Restaurant,que_ete,7 RUE HEROLD,75001.0,"48.86480145006606, 2.3412967374263896"
55206477600016,BRASSERIE DE LA BOURSE,Inconnu,BRASSERIE DE LA BOURSE 29 RUE JEAN JACQUES ROUSSEAU Paris,Restaurant,que_ete,29 RUE JEAN JACQUES ROUSSEAU,75001.0,"48.86303195501502, 2.341431100361399"
54206498500014,L'ALSACE AUX HALLES,Inconnu,L'ALSACE AUX HALLES 16 RUE COQUILLIERE Paris,Restaurant,toute_annee,16 RUE COQUILLIERE,75001.0,"48.86368585449463, 2.3429724144344846"
47856571600048,_ THE LABO _, THE LABO ,_ THE LABO _ 37 RUE DES LOMBARDS Paris,Restaurant,toute_annee,37 RUE DES LOMBARDS,75001.0,"48.85975733559212, 2.3476827979417836"
81420301400018,L'IMPERIAL RIVOLI,L IMPERIAL RIVOLI,L'IMPERIAL RIVOLI 1 RUE ROUGET DE L ISLE Paris,Restaurant,toute_annee,1 RUE ROUGET DE L ISLE,75001.0,"48.86591391777026, 2.3260688415977246"
58210654800016,CAFE DE LA COMEDIE,Inconnu,CAFE DE LA COMEDIE 157 RUE SAINT HONORE Paris,Restaurant,toute_annee,157 RUE SAINT HONORE,75001.0,"48.863015039755716, 2.3358029515830476"
75058119100012,TAO,ESPACE 37 C,TAO 6 RUE SAINT-DENIS Paris,Restaurant,toute_annee,6 RUE SAINT-DENIS,75001.0,"48.85836330435383, 2.3475107810736056"
90927559600015,CRÈPERIE PARISIENNE,Inconnu,CRÈPERIE PARISIENNE 18 QUAI DU LOUVRE Paris,Restaurant,toute_annee,18 QUAI DU LOUVRE,75001.0,"48.85886062583234, 2.3412433747984776"
47925676000014,RESTAURANT EBIS,Inconnu,RESTAURANT EBIS 19 RUE SAINT ROCH Paris,Restaurant,que_ete,19 RUE SAINT ROCH,75001.0,"48.86534981526979, 2.3322074331718716"
95138480900012,THALI,Inconnu,THALI 3 RUE DE LA FERRONNERIE Paris,Restaurant,toute_annee,3 RUE DE LA FERRONNERIE,75001.0,"48.860175890398274, 2.3480542294675275"
42098414800015,BGS,Inconnu,BGS 35 RUE MAUCONSEIL Paris,Restaurant,toute_annee,35 RUE MAUCONSEIL,75001.0,"48.86406345514914, 2.3468996357381533"
52267338300033,HIDE,HIDE PUB-CLUB IN PARIS,HIDE 46 RUE DES LOMBARDS Paris,Bar,toute_annee,46 RUE DES LOMBARDS,75001.0,"48.859699364716306, 2.348378476334861"
85214285000035,TZANTZA,TZANTZA,TZANTZA 56 RUE JEAN JACQUES ROUSSEAU Paris,Restaurant,que_ete,56 RUE JEAN JACQUES ROUSSEAU,75001.0,"48.86395544492397, 2.3433781031683667"
92185626600017,LA QUINTESSENCE,LA QUINTESSENCE,LA QUINTESSENCE 127 RUE SAINT HONORE Paris,Restaurant,toute_annee,127 RUE SAINT HONORE,75001.0,"48.861553482559586, 2.3416452404869226"
32270727400013,SOCIETE CARTHAGE 2,Inconnu,SOCIETE CARTHAGE 2 35 RUE SAINT-DENIS Paris,Restaurant,toute_annee,35 RUE SAINT-DENIS,75001.0,"48.85999123817274, 2.3481430973477675"
84330345400014,UNO,UNO,UNO 37 RUE BERGER Paris,Restaurant,toute_annee,37 RUE BERGER,75001.0,"48.86187870878003, 2.3435400121573084"
41235560400056,MALLET JACQUES,Inconnu,MALLET JACQUES 2 QUAI DE LA MEGISSERIE Paris,Restaurant,toute_annee,2 QUAI DE LA MEGISSERIE,75001.0,"48.85745661612233, 2.3466998149029115"
91503109000011,CESAR SAINT HONORE RESTAURATION,Inconnu,CESAR SAINT HONORE RESTAURATION 35 PLACE DU MARCHE SAINT HONORE Paris,Restaurant,toute_annee,35 PLACE DU MARCHE SAINT HONORE,75001.0,"48.867565079103, 2.331951632971407"
84216459200037,O'31,O'31,O'31 13 RUE DE L'ECHELLE Paris,Restaurant,que_ete,13 RUE DE L'ECHELLE,75001.0,"48.86456916139524, 2.3346732489191937"
90322450900013,BOUQUET GARNI,Inconnu,BOUQUET GARNI 23 RUE BERGER Paris,Restaurant,toute_annee,23 RUE BERGER,75001.0,"48.86146189298361, 2.345682349309945"
80318874700023,ORATOIRE,L'ORATOIRE,ORATOIRE 143 RUE SAINT HONORE Paris,Restaurant,toute_annee,143 RUE SAINT HONORE,75001.0,"48.861784414809684, 2.3406068727419047"
97790134700012,ISMAÏL,Inconnu,ISMAÏL 46 RUE CROIX DES PETITS CHAMPS Paris,Restaurant,toute_annee,46 RUE CROIX DES PETITS CHAMPS,75001.0,"48.86479410482248, 2.3406117234196797"
84017542600013,PITA TACOS,PITA TACOS,PITA TACOS 64 RUE SAINT-DENIS Paris,Restaurant,toute_annee,64 RUE SAINT-DENIS,75001.0,"48.86154889597774, 2.3491128999352946"
49822000300012,SARL LINDER,Inconnu,SARL LINDER 47 RUE BERGER Paris,Bar,toute_annee,47 RUE BERGER,75001.0,"48.862133467019206, 2.3424455537195006"
89161589000011,HANOI 1988,Inconnu,HANOI 1988 72 QUAI DES ORFEVRES Paris,Restaurant,toute_annee,72 QUAI DES ORFEVRES,75001.0,"48.85672624349735, 2.341512053982586"
98459790600010,BLENDER,Inconnu,BLENDER 80 RUE RAMBUTEAU Paris,Restaurant,toute_annee,80 RUE RAMBUTEAU,75001.0,"48.86229181702107, 2.3490199836128935"
52490750800021,A JEAN NICOT,A JEAN NICOT,A JEAN NICOT 171 RUE SAINT HONORE Paris,Restaurant,toute_annee,171 RUE SAINT HONORE,75001.0,"48.86398145251537, 2.333835410182003"
48452524100010,D.N.,CAFE DES MOULINS,D.N. 14 RUE DES MOULINS Paris,Restaurant,toute_annee,14 RUE DES MOULINS,75001.0,"48.86706037648991, 2.3353802444497362"
95135404200016,TOSAKKO RAMEN,TOSAKKO RAMEN,TOSAKKO RAMEN 55 BOULEVARD DE SEBASTOPOL Paris,Restaurant,toute_annee,55 BOULEVARD DE SEBASTOPOL,75001.0,"48.862348238110314, 2.350162729911232"
51529974100022,CAP 69,Inconnu,CAP 69 40 BOULEVARD MALESHERBES Paris,Restaurant,toute_annee,40 BOULEVARD MALESHERBES,75001.0,"48.874085443342835, 2.3206747311407097"
41752578900018,AU PETIT BAR,Inconnu,AU PETIT BAR 7 RUE DU MONT THABOR Paris,Restaurant,que_ete,7 RUE DU MONT THABOR,75001.0,"48.8654829662825, 2.3291888884036163"
89466777300010,LIBERTA,Inconnu,LIBERTA 26 RUE DU PONT NEUF Paris,Restaurant,que_ete,26 RUE DU PONT NEUF,75001.0,"48.861257390134234, 2.345055925518243"
52424788900040,INDIANA CAFE,Inconnu,INDIANA CAFE 35 PLACE MAURICE QUENTIN Paris,Restaurant,que_ete,35 PLACE MAURICE QUENTIN,75001.0,"48.86150250445022, 2.344857557065365"
48857323900024,LE PARADIS DU FRUIT,LE PARADIS DU FRUIT,LE PARADIS DU FRUIT 4 RUE SAINT HONORE Paris,Restaurant,toute_annee,4 RUE SAINT HONORE,75001.0,"48.861057277977835, 2.3451244549885017"
73204597600022,L'ILE DE CRETE,COME PRIMA,L'ILE DE CRETE 139 RUE SAINT HONORE Paris,Restaurant,toute_annee,139 RUE SAINT HONORE,75001.0,"48.86174333276565, 2.3407717813660756"
84525527200013,DREAMIN MAN,DREAMIN MAN,DREAMIN MAN 31 RUE COQUILLIERE Paris,Restaurant,toute_annee,31 RUE COQUILLIERE,75001.0,"48.86423580108966, 2.3414523047369027"
58201695200019,LA ROTONDE ST HONORE,LA ROTONDE ST HONORE,LA ROTONDE ST HONORE 282 RUE SAINT HONORE Paris,Restaurant,toute_annee,282 RUE SAINT HONORE,75001.0,"48.86454477077949, 2.3329079551940475"
81091489500018,L'EXCUSE BAR,Inconnu,L'EXCUSE BAR 4 PLACE SAINTE OPPORTUNE Paris,Restaurant,toute_annee,4 PLACE SAINTE OPPORTUNE,75001.0,"48.85955359796614, 2.347271288443707"
81513100800014,TLE BISTRO DES HALLES,LE BISTROT DES HALLES,TLE BISTRO DES HALLES 15 RUE DES HALLES Paris,Restaurant,toute_annee,15 RUE DES HALLES,75001.0,"48.86009988306907, 2.34627610914744"
32505062300025,LE BAISER SALE,Inconnu,LE BAISER SALE 58 RUE DES LOMBARDS Paris,Bar,toute_annee,58 RUE DES LOMBARDS,75001.0,"48.85982061782576, 2.3477921100599586"
91171909400011,VERONA,Inconnu,VERONA 6 RUE DE LA COSSONNERIE Paris,Restaurant,toute_annee,6 RUE DE LA COSSONNERIE,75001.0,"48.86152787354414, 2.348690187150218"
45097726900015,CAFE JOSEPHINE,CAFE JOSEPHINE,CAFE JOSEPHINE 1 PLACE DES DEUX ECUS Paris,Restaurant,que_ete,1 PLACE DES DEUX ECUS,75001.0,"48.86286508007196, 2.3416075935499805"
33499786300017,MAICHI  BEN SAID,Inconnu,MAICHI  BEN SAID 17 RUE JEAN JACQUES ROUSSEAU Paris,Restaurant,toute_annee,17 RUE JEAN JACQUES ROUSSEAU,75001.0,"48.86257326555484, 2.3405588076446255"
44533010300224,STARBUCKS COFFEE,STARBUCKS COFFEE,STARBUCKS COFFEE 11 BOULEVARD DE SEBASTOPOL Paris,Restaurant,que_ete,11 BOULEVARD DE SEBASTOPOL,75001.0,"48.85892766443707, 2.3482755706153666"
91084677300026,IRASSHAI,IRASSHAI,IRASSHAI 40 RUE DU LOUVRE Paris,Restaurant,toute_annee,40 RUE DU LOUVRE,75001.0,"48.862650181535535, 2.3422154318251116"
52102477800016,BETTER MEIKO,MEI KO,BETTER MEIKO 27 RUE DU BOULOI Paris,Restaurant,toute_annee,27 RUE DU BOULOI,75001.0,"48.86401816597273, 2.3415582841229012"
79742587300040,SAS LUCIE,L'EPI D'OR,SAS LUCIE 25 RUE JEAN JACQUE ROUSSEAU Paris,Restaurant,toute_annee,25 RUE JEAN JACQUE ROUSSEAU,75001.0,"48.86286203756591, 2.341126985057182"
48138353700018,BISTROT VALOIS,BISTROT VALOIS,BISTROT VALOIS 1BIS PLACE DE VALOIS Paris,Restaurant,toute_annee,1BIS PLACE DE VALOIS,75001.0,"48.86333300490724, 2.3381181154904374"
79312388600012,EFA,Inconnu,EFA 2 RUE DE MARENGO Paris,Restaurant,toute_annee,2 RUE DE MARENGO,75001.0,"48.861609333118835, 2.339348606156775"
79155411600024,LOUP,LOUP,LOUP 44 RUE DU LOUVRE Paris,Restaurant,toute_annee,44 RUE DU LOUVRE,75001.0,"48.86389873365848, 2.3425330952556673"
79801315700010,BAR DU CAVEAU,Inconnu,BAR DU CAVEAU 17 PLACE DAUPHINE Paris,Bar,toute_annee,17 PLACE DAUPHINE,75001.0,"48.85642841155545, 2.342202628876741"
53207389700029,CENTRE DE DISTRIBUTION FRANCE,MOMEN TEA,CENTRE DE DISTRIBUTION FRANCE 5 AVENUE DE L OPERA Paris,Restaurant,toute_annee,5 AVENUE DE L OPERA,75001.0,"48.864915167278475, 2.334570763439954"
91786651900015,ARI,CAFE BEIRUT,ARI 6 RUE DU CYGNE Paris,Restaurant,toute_annee,6 RUE DU CYGNE,75001.0,"48.86318730042972, 2.3495331582586045"
30824787300018,AU PERE FOUETTARD,AU PERE FOUETTARD,AU PERE FOUETTARD 9 RUE PIERRE LESCOT Paris,Restaurant,toute_annee,9 RUE PIERRE LESCOT,75001.0,"48.86262543003647, 2.3484431156832573"
40164460400019,SNC LE CAMELIA,Inconnu,SNC LE CAMELIA 2 QUAI DE LA MEGISSERIE Paris,Bar,toute_annee,2 QUAI DE LA MEGISSERIE,75001.0,"48.85754618368421, 2.3463569863028297"
84236656900015,LEADER SUSHI,LEADER SUSHI,LEADER SUSHI 78 RUE RAMBUTEAU Paris,Restaurant,toute_annee,78 RUE RAMBUTEAU,75001.0,"48.86227344001834, 2.3491060095917353"
83096554700029,INAVOUE,INAVOUE,INAVOUE 4 IMPASSE GOMBOUST Paris,Restaurant,toute_annee,4 IMPASSE GOMBOUST,75001.0,"48.86768587965126, 2.3313716186538525"
52439699100027,ITACATE COCINA MEXICANA,ITACATE SAVEURS DU MEXIQUE,ITACATE COCINA MEXICANA 94 RUE SAINT HONORE Paris,Restaurant,toute_annee,94 RUE SAINT HONORE,75001.0,"48.86150153750955, 2.3424290149246363"
47966380900016,LE BEHO,Inconnu,LE BEHO 8 PLACE SAINTE OPPORTUNE Paris,Restaurant,toute_annee,8 PLACE SAINTE OPPORTUNE,75001.0,"48.859633098794895, 2.3474660740059448"
75191413600021,PARIS BAGUETTE,Inconnu,PARIS BAGUETTE 4 RUE DES LAVANDIERES SAINTE OPPORTUNE Paris,Restaurant,toute_annee,4 RUE DES LAVANDIERES SAINTE OPPORTUNE,75001.0,"48.85850650494863, 2.3460208827352576"
45127303100026,LE VIEUX LÉON,Inconnu,LE VIEUX LÉON 18 RUE DE LA GRANDE TRUANDERIE Paris,Restaurant,toute_annee,18 RUE DE LA GRANDE TRUANDERIE,75001.0,"48.86287126945212, 2.3488754601991633"
93134166300017,ADORA,ADORA,ADORA 15 RUE PIERRE LESCOT Paris,Restaurant,toute_annee,15 RUE PIERRE LESCOT,75001.0,"48.86307547317674, 2.3486990989562115"
97897990400015,LA BELLE LIEGEOISE,LA BELLE LIEGEOISE,LA BELLE LIEGEOISE 50 RUE DES LOMBARDS Paris,Restaurant,toute_annee,50 RUE DES LOMBARDS,75001.0,"48.85973830627493, 2.3482522567107353"
90051489400014,BISTROT DU JARDIN,Inconnu,BISTROT DU JARDIN 9 RUE DES PROUVAIRES Paris,Restaurant,toute_annee,9 RUE DES PROUVAIRES,75001.0,"48.861724738709704, 2.344168264946078"
44892877000016,LA TOURELLE,Inconnu,LA TOURELLE 2 RUE DE LA VRILLIERE Paris,Restaurant,toute_annee,2 RUE DE LA VRILLIERE,75001.0,"48.865199471145814, 2.340699686608213"
80168223800028,ROOMIES,ROOMIES,ROOMIES 14 RUE DU CYGNE Paris,Restaurant,toute_annee,14 RUE DU CYGNE,75001.0,"48.863407794238135, 2.3485718786778906"
83787128400019,SAMA BEYROUTH,SAMA BEYROUTH,SAMA BEYROUTH 26 RUE SAINT-DENIS Paris,Restaurant,toute_annee,26 RUE SAINT-DENIS,75001.0,"48.859906942687125, 2.348199819055034"
82874468000012,BALTARD AU LOUVRE,BALTARD AU LOUVRE,BALTARD AU LOUVRE 9 RUE COQUILLIERE Paris,Restaurant,toute_annee,9 RUE COQUILLIERE,75001.0,"48.86341678522705, 2.342863300799013"
97757705500014,LE PETIT SAINT HONORÉ,Inconnu,LE PETIT SAINT HONORÉ 158 RUE SAINT HONORE Paris,Bar,toute_annee,158 RUE SAINT HONORE,75001.0,"48.86207303499099, 2.339871726280083"
83013861600024,GONBEI EUROPE,OMUSUBI GONBEI PARIS REPUBLIQUE,GONBEI EUROPE 83 RUE DE TURBIGO Paris,Restaurant,toute_annee,83 RUE DE TURBIGO,75001.0,"48.86663711593769, 2.3608695403639715"
92049574400012,LA FAMILLE HEUREUSE,Inconnu,LA FAMILLE HEUREUSE 33 RUE BERGER Paris,Restaurant,toute_annee,33 RUE BERGER,75001.0,"48.86176834243258, 2.344012988789351"
98038186700012,FONDUE ZHANGGE,Inconnu,FONDUE ZHANGGE 43 BOULEVARD DE SEBASTOPOL Paris,Restaurant,que_ete,43 BOULEVARD DE SEBASTOPOL,75001.0,"48.861588829515085, 2.349135023769892"
50892868600015,TILAL,Inconnu,TILAL 74 RUE RAMBUTEAU Paris,Restaurant,toute_annee,74 RUE RAMBUTEAU,75001.0,"48.86215001412646, 2.3496488580733113"
93969308100019,NOHO,Inconnu,NOHO 44 RUE DU LOUVRE Paris,Restaurant,toute_annee,44 RUE DU LOUVRE,75001.0,"48.86412950912858, 2.3426166965196344"
81520252800015,LES DEUX AILES,LE LOUIS,LES DEUX AILES 31 RUE COQUILLIERE Paris,Restaurant,toute_annee,31 RUE COQUILLIERE,75001.0,"48.86428587186005, 2.3413442213936135"
44533010300083,CAFE SIRENE FRANCE,STARBUCKS COFFEE,CAFE SIRENE FRANCE 18 BOULEVARD MONTMARTRE Paris,Restaurant,toute_annee,18 BOULEVARD MONTMARTRE,75001.0,"48.87202066376484, 2.340710281419053"
51819152300043,13 DUQUESNE,Inconnu,13 DUQUESNE 208 RUE SAINT HONORE Paris,Restaurant,toute_annee,208 RUE SAINT HONORE,75001.0,"48.86449639147134, 2.333009637946898"
41878144900040,PIZZERIA MIMMO,Inconnu,PIZZERIA MIMMO 14 RUE SAINT DENIS Paris,Restaurant,toute_annee,14 RUE SAINT DENIS,75001.0,"48.85914847902973, 2.3478189626783355"
83252232000023,LE BISTROT D'EUSTACHE,LE BISTROT D'EUSTACHE,LE BISTROT D'EUSTACHE 37 RUE BERGER Paris,Restaurant,que_ete,37 RUE BERGER,75001.0,"48.86189044045907, 2.3436693274388745"
84499628000013,LE PETIT CHINON,Inconnu,LE PETIT CHINON 23 RUE DU LOUVRE Paris,Restaurant,toute_annee,23 RUE DU LOUVRE,75001.0,"48.865038699112006, 2.342821095112437"
48812552700017,VIG,CAFE VIGOUROUX,VIG 1 PLACE SAINTE OPPORTUNE Paris,Bar,toute_annee,1 PLACE SAINTE OPPORTUNE,75001.0,"48.859682463865646, 2.346977523124423"
50420254000010,MACCARONI,Inconnu,MACCARONI 18 RUE DES BOURDONNAIS Paris,Restaurant,toute_annee,18 RUE DES BOURDONNAIS,75001.0,"48.85915690806504, 2.3442432582891155"
43023332000018,LE GALANT,LE GALANT,LE GALANT 7 RUE DE LA COSSONNERIE Paris,Restaurant,toute_annee,7 RUE DE LA COSSONNERIE,75001.0,"48.86137957112612, 2.3487229062144763"
40413655800024,ZEYTOUN,ZEYTOUN,ZEYTOUN 20 RUE MONTMARTRE Paris,Restaurant,toute_annee,20 RUE MONTMARTRE,75001.0,"48.8640559091041, 2.3456261865594765"
94932530200022,LACTEM PALAIS ROYAL,Inconnu,LACTEM PALAIS ROYAL 38 RUE CROIX DES PETITS CHAMPS Paris,Restaurant,toute_annee,38 RUE CROIX DES PETITS CHAMPS,75001.0,"48.86435477809055, 2.34033772815899"
84454958400010,ON THE BAB,ON THE BAB,ON THE BAB 21 RUE THERESE Paris,Restaurant,que_ete,21 RUE THERESE,75001.0,"48.8663375819695, 2.3350518302010155"
98747851800010,LA CABANE,VICTORIA,LA CABANE 24 RUE MONTORGUEIL Paris,Restaurant,toute_annee,24 RUE MONTORGUEIL,75001.0,"48.863594077224796, 2.346460190408693"
