SIRET,Nom de l'enseigne,nom_etab_officiel,type_activite,temporalité,Typologie,Numéro et voie,Arrondissement,etatAdministratifEtablissement,geo_point_2d,activitePrincipaleEtablissement
83374333900016,LA POULE AU POT,LA POULE AU POT,Restaurant,que_ete,CONTRE TERRASSE ESTIVALE SUR STATIONNEMENT,14 RUE SURCOUF,75007.0,A,"48.86101281306583, 2.3094224512256574",56.10A
81816571400010,SONATA,SONATA,Restaurant,que_ete,CONTRE TERRASSE ESTIVALE SUR TROTTOIR FACE À LA DEVANTURE,56 BOULEVARD DE LA TOUR MAUBOURG,75007.0,A,"48.858501997805845, 2.3099419888686255",56.10A
83358850200025,LE BAC A GLACES,LE BAC A GLACES,Restaurant,que_ete,CONTRE TERRASSE ESTIVALE SUR STATIONNEMENT,109 RUE DU BAC,75007.0,A,"48.85225181142366, 2.3236519258044765",56.10A
84818504700018,L.Y,LE BALTO,Bar,toute_annee,TERRASSE OUVERTE,74 RUE DE SEVRES,75007.0,A,"48.84763403374078, 2.3186146072707743",56.30Z
75304834700037,SAINT-CIRGUES,LE 7EME VIN,Restaurant,toute_annee,TERRASSE FERMÉE,68 AVENUE BOSQUET,75007.0,A,"48.85483554765429, 2.3051690659940123",56.10A
83948826900011,RESTAURANT GAYA,GAYA,Restaurant,toute_annee,TERRASSE OUVERTE,6 RUE DE SAINT SIMON,75007.0,A,"48.8564825502874, 2.324055346367961",56.10A
34412912700033,BARRIE PATRICK CHARLES,LE ROUQUET,Bar,toute_annee,TERRASSE FERMÉE,188 BOULEVARD SAINT GERMAIN,75007.0,A,"48.85459929767438, 2.3304470469620338",56.30Z
87965122200017,MINISTRY OF SPICE,Inconnu,Restaurant,toute_annee,TERRASSE OUVERTE,22 AVENUE DUQUESNE,75007.0,A,"48.85133092544215, 2.310355925889206",56.10A
84536148400015,LA CALÈCHE,LA CALECHE,Restaurant,toute_annee,TERRASSE OUVERTE,8 RUE DE LILLE,75007.0,A,"48.85796269021828, 2.3317572415028707",56.10A
97771026800029,LA TABLE D’ESTRÉES,Inconnu,Restaurant,toute_annee,TERRASSES OUVERTES SUR TROTTOIR,35 AVENUE DUQUESNE,75007.0,A,"48.85166522474443, 2.3105120198818003",56.10A
83926171600014,LE GEVAUDAN,LE GEVAUDAN,Restaurant,toute_annee,TERRASSES OUVERTES SUR TROTTOIR,67 RUE DU BAC,75007.0,A,"48.85525465104079, 2.324885675237666",56.10A
98252345800015,KLS FOOD,KLS FOOD,Restaurant,toute_annee,TERRASSES OUVERTES SUR TROTTOIR,171 RUE DE GRENELLE,75007.0,A,"48.85736329599507, 2.305114552148233",56.10C
92835047900012,DELI VIET,Inconnu,Restaurant,que_ete,CONTRE TERRASSE ESTIVALE SUR STATIONNEMENT,12 AVENUE DE VILLARS,75007.0,A,"48.85196790156094, 2.313517186097468",56.10C
90222463300013,LA TERRASSE SAINT-GERMAIN,LA TERRASSE SAINT-GERMAIN,Restaurant,toute_annee,TERRASSE OUVERTE,239 BOULEVARD SAINT GERMAIN,75007.0,A,"48.8612049013433, 2.320283012445581",56.10A
82760618700017,EMA,BIRDY,Restaurant,toute_annee,TERRASSE OUVERTE,49 AVENUE BOSQUET,75007.0,A,"48.85706387969983, 2.3045848890302385",56.10C
55202535500017,SIP BABYLONE,Inconnu,Restaurant,toute_annee,TERRASSE OUVERTE,46 BOULEVARD RASPAIL,75007.0,A,"48.851810219842406, 2.3265266748337416",56.10A
42083105900019,LINETTE,LINETTE,Restaurant,que_ete,CONTRE TERRASSE ESTIVALE SUR STATIONNEMENT,16 AVENUE RAPP,75007.0,A,"48.85999844917463, 2.3007511284660582",56.10A
83233312400010,RESTAURANT VIA DEL CAMPO,Inconnu,Restaurant,toute_annee,TERRASSE OUVERTE,22 RUE DU CHAMP DE MARS,75007.0,A,"48.85613406572248, 2.3042244583313884",56.10A
33092806000012,LE FLORIMOND,Inconnu,Restaurant,toute_annee,TERRASSE OUVERTE,19 AVENUE DE LA MOTTE PICQUET,75007.0,A,"48.855704361612666, 2.3079585391475375",56.10A
81784223000010,KULT,LES PARISIENS,Restaurant,toute_annee,TERRASSE OUVERTE,1 RUE DU PRE AUX CLERCS,75007.0,A,"48.85666546173558, 2.330346567377785",56.10A
33335467800018,LES DEUX ABEILLES,Inconnu,Restaurant,que_ete,CONTRE TERRASSE ESTIVALE SUR STATIONNEMENT,189 RUE DE L'UNIVERSITE,75007.0,A,"48.8608233202323, 2.300471926508628",56.10A
42240133100042,LE PETIT TROQUET,LE PETIT TROQUET,Restaurant,que_ete,CONTRE TERRASSE ESTIVALE SUR STATIONNEMENT,28 RUE DE L'EXPOSITION,75007.0,A,"48.857176009726416, 2.3032586944153413",56.10A
48328060800033,CAPRICCIO SORRENTINO,CAPRICCIO SORRENTINO,Restaurant,toute_annee,TERRASSES OUVERTES SUR TROTTOIR,26 RUE DE MONTTESSUY,75007.0,A,"48.85934438690631, 2.2979566978417125",56.10C
87909892900018,MAISON MM1,Inconnu,Restaurant,toute_annee,TERRASSE OUVERTE,74 BOULEVARD DE LA TOUR MAUBOURG,75007.0,A,"48.85612076206339, 2.3096462084710576",56.10A
93110259400013,CONSTANT.,Inconnu,Bar,que_ete,CONTRE TERRASSE ESTIVALE SUR STATIONNEMENT,3 RUE AUGEREAU,75007.0,A,"48.8577380817583, 2.30175233814538",56.30Z
83755991300038,LA TOUR MAUBOURG,LA TOUR MAUBOURG,Bar,toute_annee,TERRASSE OUVERTE,58 BOULEVARD DE LA TOUR MAUBOURG,75007.0,A,"48.85810685428556, 2.3098029198792918",56.30Z
82950499200019,AU COIN DE LA RUE,AU COIN DE LA RUE,Restaurant,que_ete,CONTRE TERRASSE ESTIVALE SUR STATIONNEMENT,37 RUE DE BOURGOGNE,75007.0,A,"48.85769311975808, 2.317582440645033",56.10A
45013067900019,COCORICO,COCORICO,Restaurant,toute_annee,TERRASSE OUVERTE,5 RUE DU BAC,75007.0,A,"48.859114360921915, 2.3290744355947264",56.10A
33875653900015,LE BISTROT DES FABLES,Inconnu,Restaurant,que_ete,CONTRE TERRASSE ESTIVALE SUR STATIONNEMENT,139 RUE SAINT DOMINIQUE,75007.0,A,"48.85813561187555, 2.301552600739035",56.10A
83948826900011,RESTAURANT GAYA,GAYA,Restaurant,toute_annee,TERRASSE OUVERTE,6 RUE DE SAINT SIMON,75007.0,A,"48.85650850981189, 2.3240917488110666",56.10A
39116421700021,VGT BOWL,Inconnu,Restaurant,que_ete,CONTRE TERRASSE ESTIVALE SUR STATIONNEMENT,22 RUE DE BEAUNE,75007.0,A,"48.85762549531055, 2.329037190800587",56.10C
83753264700026,CIAO RAGAZZI,Inconnu,Restaurant,que_ete,CONTRE TERRASSE ESTIVALE SUR STATIONNEMENT,22B RUE JEAN NICOT,75007.0,A,"48.860051306879555, 2.3075843553263238",56.10C
40222107100010,LE SEVRES,Inconnu,Restaurant,que_ete,CONTRE TERRASSE ESTIVALE SUR STATIONNEMENT,33 RUE DU GENERAL BERTRAND,75007.0,A,"48.846237800881795, 2.3142088223128856",56.10A
87909892900018,MAISON MM1,Inconnu,Restaurant,toute_annee,TERRASSE FERMÉE,74 BOULEVARD DE LA TOUR MAUBOURG,75007.0,A,"48.85618181178499, 2.3095795893162174",56.10A
50889273400015,TRUFFES FOLIES,TRUFFESFOLIES,Restaurant,que_ete,CONTRE TERRASSE ESTIVALE SUR STATIONNEMENT,28 RUE MALAR,75007.0,A,"48.859654599722845, 2.3061718328722214",56.10A
81277177200017,20 RESTAURANT 20EIFFEL,RESTAURANT 20 EIFFEL,Restaurant,que_ete,CONTRE TERRASSE ESTIVALE SUR STATIONNEMENT,20 RUE DE MONTTESSUY,75007.0,A,"48.85942507059323, 2.2984715056457627",56.10A
84865465300015,MILAGRO,Inconnu,Restaurant,toute_annee,TERRASSE FERMÉE,85 AVENUE BOSQUET,75007.0,A,"48.85495350847248, 2.305596705405558",56.10A
48049580300011,L'ALMA,Inconnu,Restaurant,toute_annee,TERRASSE OUVERTE,5 AVENUE RAPP,75007.0,A,"48.860905280247096, 2.3014117336015962",56.10A
87909892900018,MAISON MM1,Inconnu,Restaurant,toute_annee,TERRASSE FERMÉE,74 BOULEVARD DE LA TOUR MAUBOURG,75007.0,A,"48.856129040805456, 2.3096256617186692",56.10A
94319511500028,IMMERSION,IMMERSION,Restaurant,toute_annee,TERRASSES OUVERTES SUR TROTTOIR,83 AVENUE DE LA BOURDONNAIS,75007.0,A,"48.85631153366356, 2.302454895962331",56.10A
85052695500024,PAON CAFE,PAON CAFE,Restaurant,toute_annee,TERRASSE OUVERTE,58 RUE SAINT DOMINIQUE,75007.0,A,"48.85990062991949, 2.3091581521343514",56.10A
83983556800024,VAIJAYANTA,VAIJAYANTA,Restaurant,que_ete,CONTRE TERRASSE ESTIVALE SUR STATIONNEMENT,8 RUE MALAR,75007.0,A,"48.86065294662414, 2.305688131821174",56.10A
79943204200015,GUSTO ITALIA,Inconnu,Restaurant,que_ete,CONTRE TERRASSE ESTIVALE SUR STATIONNEMENT,218 RUE DE GRENELLE,75007.0,A,"48.85629843298465, 2.302644111192863",56.10A
35184040000011,APOLLON,Inconnu,Restaurant,que_ete,CONTRE TERRASSE ESTIVALE SUR STATIONNEMENT,24 RUE JEAN NICOT,75007.0,A,"48.85989761581648, 2.3076729976389325",56.10A
50306443800016,DI COMO,DI COMO,Restaurant,que_ete,CONTRE TERRASSE ESTIVALE SUR STATIONNEMENT,16 RUE DU BAC,75007.0,A,"48.858375981523565, 2.3284090692936155",56.10A
50471295100012,SAVEURS AND CO,Inconnu,Restaurant,toute_annee,TERRASSE OUVERTE,2 RUE LAS CASES,75007.0,A,"48.85788237111416, 2.3223363736316975",56.10A
42810068900010,LA FREGATE,LA FREGATE,Restaurant,toute_annee,TERRASSE OUVERTE,35 QUAI VOLTAIRE,75007.0,A,"48.85941423728547, 2.3294350286727092",56.10A
48053417100024,LA FONTAINE DE MARS,LA FONTAINE DE MARS,Restaurant,que_ete,CONTRE TERRASSE ESTIVALE SUR STATIONNEMENT,129 RUE SAINT DOMINIQUE,75007.0,A,"48.858493401436895, 2.302547513909819",56.10A
51255571500014,BISTRO SAINT DOMINIQUE,BISTRO SAINT DOMINIQUE,Restaurant,toute_annee,TERRASSE OUVERTE,131 RUE SAINT-DOMINIQUE,75007.0,A,"48.85831720819653, 2.302417634490501",56.10A
94169138800024,AU BON ACCUEIL,AU BON ACCUEIL,Bar,que_ete,CONTRE TERRASSE ESTIVALE SUR STATIONNEMENT,14 RUE DE MONTTESSUY,75007.0,A,"48.85960472344195, 2.299360129444303",56.30Z
50067208400018,TOTTORI,TOTTORI,Restaurant,que_ete,CONTRE TERRASSE ESTIVALE SUR STATIONNEMENT,208B RUE DE GRENELLE,75007.0,A,"48.856630809924766, 2.3032385285970514",56.10A
48049580300011,L'ALMA,Inconnu,Restaurant,toute_annee,CONTRE-TERRASSE OUVERTE,5 AVENUE RAPP,75007.0,A,"48.86094611399176, 2.301316911907743",56.10A
84436372100011,RESTAURANT ARMONIA,ARMONIA,Restaurant,que_ete,CONTRE TERRASSE ESTIVALE SUR STATIONNEMENT,15 RUE DU CHAMP DE MARS,75007.0,A,"48.85634944106636, 2.305531941531283",56.10A
83509455800011,GICO,Inconnu,Restaurant,que_ete,CONTRE TERRASSE ESTIVALE SUR TROTTOIR FACE À LA DEVANTURE,25 AVENUE DE SEGUR,75007.0,A,"48.851246020012105, 2.3097994951168737",56.10A
81268184900012,HA'PENNY BRIDGE PUB,HA'PENNY BRIDGE PUB,Bar,toute_annee,TERRASSE OUVERTE,153 RUE DE GRENELLE,75007.0,A,"48.857845049047675, 2.307102763531007",56.30Z
49498061800016,LES COCOTTES,LES COCOTTES,Restaurant,que_ete,CONTRE TERRASSE ESTIVALE SUR STATIONNEMENT,135 RUE SAINT DOMINIQUE,75007.0,A,"48.85821334241984, 2.3017685452765817",56.10A
83509455800011,GICO,Inconnu,Restaurant,toute_annee,PLANCHER MOBILE,25 AVENUE DE SEGUR,75007.0,A,"48.85122282116775, 2.309833819164175",56.10A
98258486400010,PAUSE VIET,Inconnu,Restaurant,que_ete,CONTRE TERRASSE ESTIVALE SUR STATIONNEMENT,26 RUE SURCOUF,75007.0,A,"48.860328833601855, 2.309530344236222",56.10C
80321721500018,LE MESSAGER,LE MESSAGER,Restaurant,toute_annee,TERRASSE FERMÉE,28 RUE DU GENERAL BERTRAND,75007.0,A,"48.84655657687422, 2.3138642709025703",56.10A
90222463300013,LA TERRASSE SAINT-GERMAIN,LA TERRASSE SAINT-GERMAIN,Restaurant,toute_annee,TERRASSE OUVERTE,2 RUE DE COURTY,75007.0,A,"48.861155576900536, 2.320258863361536",56.10A
50491879800019,LA LAITERIE STE CLOTILDE,LA LAITERIE SAINTE-CLOTILDE,Restaurant,que_ete,CONTRE TERRASSE ESTIVALE SUR STATIONNEMENT,45 RUE DE BELLECHASSE,75007.0,A,"48.8560367441817, 2.32082032901676",56.10A
53119288800018,CASA DI MARIO,CASA DI MARIO,Restaurant,que_ete,CONTRE TERRASSE ESTIVALE SUR STATIONNEMENT,132 RUE DU BAC,75007.0,A,"48.851442976831876, 2.3235929185713378",56.10A
31591512400012,OUSSADI NACEUR,Inconnu,Restaurant,toute_annee,TERRASSE OUVERTE,204 BOULEVARD SAINT GERMAIN,75007.0,A,"48.8549888331516, 2.3290329838330854",56.10A
95342788700013,TARTAGLIA,Inconnu,Restaurant,que_ete,CONTRE TERRASSE ESTIVALE SUR STATIONNEMENT,24 RUE SURCOUF,75007.0,A,"48.86045223586565, 2.309511544049166",56.10A
44348736800013,LA TERRASSE DU 7EME,Inconnu,Restaurant,toute_annee,TERRASSE FERMÉE,2 PLACE DE L ECOLE MILITAIRE,75007.0,A,"48.85468806667373, 2.3058203438979215",56.10A
32986035700022,BRASSERIE LE BOURBON,Inconnu,Restaurant,toute_annee,TERRASSE OUVERTE,1 PLACE DU PALAIS BOURBON,75007.0,A,"48.86063191265968, 2.318847320179832",56.10A
50806059700012,AUX MINISTERES,Inconnu,Bar,toute_annee,TERRASSE OUVERTE,53 AVENUE DE SEGUR,75007.0,A,"48.849697856814565, 2.3083011805049694",56.30Z
53003265500017,LE CAMPANELLA,LE CAMPANELLA,Restaurant,toute_annee,TERRASSE OUVERTE,18 AVENUE BOSQUET,75007.0,A,"48.85868347149039, 2.3033084445940406",56.10A
85126409300010,LE COMPTOIR DE LA TRABOULE,LE COMPTOIR DE LA TRABOULE,Restaurant,que_ete,CONTRE TERRASSE ESTIVALE SUR STATIONNEMENT,1B RUE AUGEREAU,75007.0,A,"48.857873629497725, 2.3016561057975746",56.10A
57217435700010,ALFIO,ALFIO,Restaurant,toute_annee,TERRASSE OUVERTE,43 AVENUE DE LA BOURDONNAIS,75007.0,A,"48.85800096352595, 2.2998144231068127",56.10A
91758464100018,CAFE MAX,Inconnu,Restaurant,toute_annee,TERRASSE OUVERTE,7 AVENUE DE LA MOTTE PIQUET,75007.0,A,"48.85653325703366, 2.30917655165479",56.10A
34412912700033,BARRIE PATRICK CHARLES,LE ROUQUET,Bar,toute_annee,TERRASSE OUVERTE,188 BOULEVARD SAINT GERMAIN,75007.0,A,"48.85460181879991, 2.330374123542271",56.30Z
53421401000017,AU PETIT TONNEAU,AU PETIT TONNEAU,Restaurant,que_ete,CONTRE TERRASSE ESTIVALE SUR STATIONNEMENT,20 RUE SURCOUF,75007.0,A,"48.86064839700048, 2.3094797219636627",56.10A
93888521700019,PATISSERIE DE LA BOURDONNAIS,Inconnu,Restaurant,toute_annee,TERRASSES OUVERTES SUR TROTTOIR,54 AVENUE DE LA BOURDONNAIS,75007.0,A,"48.85631386625521, 2.3020006297848705",56.10C
72203097000015,CARMINE CAFE,CARMINE CAFE,Restaurant,toute_annee,TERRASSE OUVERTE,73 AVENUE DE SUFFREN,75007.0,A,"48.85158286185869, 2.300457914552787",56.10A
82068356300028,TOMY AND CO,Inconnu,Restaurant,toute_annee,TERRASSE OUVERTE,22 RUE SURCOUF,75007.0,A,"48.86057614467367, 2.3094549085685685",56.10A
49531467600018,TRATTORIA DEL ANGELO,TRATTORIA DELL'ANGELO PIZZERIA,Restaurant,toute_annee,TERRASSE OUVERTE,6 AVENUE RAPP,75007.0,A,"48.860619363483245, 2.300850717939754",56.10A
79086460700037,BELLOTA-BELLOTA TOUR-EIFFEL,BELLOTA-BELLOTA,Restaurant,que_ete,CONTRE TERRASSE ESTIVALE SUR STATIONNEMENT,18 RUE JEAN NICOT,75007.0,A,"48.86046352574474, 2.3073462237913502",56.10A
80295987400016,BAGELSTEIN,Inconnu,Restaurant,toute_annee,TERRASSE OUVERTE,20 RUE DU CHAMP DE MARS,75007.0,A,"48.85617975807289, 2.3044272050966654",56.10C
53483604400030,CAFÉ GUSTAVE,CAFE GUSTAVE,Restaurant,toute_annee,TERRASSE OUVERTE,23 AVENUE DE LA BOURDONNAIS,75007.0,A,"48.85921906340055, 2.297955269351535",56.10A
53328821300028,TABLE PENJA,TABLE PENJA,Restaurant,que_ete,CONTRE TERRASSE ESTIVALE SUR STATIONNEMENT,2 RUE SEDILLOT,75007.0,A,"48.85929414224471, 2.3013358391443144",56.10A
90222463300013,LA TERRASSE SAINT-GERMAIN,LA TERRASSE SAINT-GERMAIN,Restaurant,toute_annee,CONTRE-TERRASSE OUVERTE,239 BOULEVARD SAINT GERMAIN,75007.0,A,"48.86126647444005, 2.3203119837521684",56.10A
44348736800013,LA TERRASSE DU 7EME,Inconnu,Restaurant,toute_annee,TERRASSE OUVERTE,2 PLACE DE L ECOLE MILITAIRE,75007.0,A,"48.85466837733752, 2.3058151233153237",56.10A
85107275100015,SANCERRE RIVE GAUCHE,LE SANCERRE,Restaurant,toute_annee,TERRASSE OUVERTE,22 AVENUE RAPP,75007.0,A,"48.859221045172994, 2.300408765385208",56.10A
91261616600019,L'ESCUDELLA,L'ESCUDELLA,Restaurant,que_ete,CONTRE TERRASSE ESTIVALE SUR STATIONNEMENT,41 AVENUE DE SEGUR,75007.0,A,"48.85060671214803, 2.309157047008376",56.10A
91344973200019,TERRE MÈRE,Inconnu,Restaurant,que_ete,CONTRE TERRASSE ESTIVALE SUR STATIONNEMENT,121 RUE DE L'UNIVERSITE,75007.0,A,"48.86110241727461, 2.309081532874384",56.10A
92808242900012,SORRISO DEL SOLE,Inconnu,Restaurant,que_ete,CONTRE TERRASSE ESTIVALE SUR STATIONNEMENT,28 RUE SURCOUF,75007.0,A,"48.86013924714627, 2.309560379107051",56.10C
81893885400010,LE PETIT CAILLOU,CHEZ STEPHANE,Bar,toute_annee,TERRASSE OUVERTE,210 RUE DE GRENELLE,75007.0,A,"48.85655995009115, 2.303049728040376",56.30Z
91758464100018,CAFE MAX,Inconnu,Restaurant,que_ete,CONTRE TERRASSE ESTIVALE SUR STATIONNEMENT,7 AVENUE DE LA MOTTE PICQUET,75007.0,A,"48.85657213444221, 2.3091184602876558",56.10A
53076675700021,RESTAURANT PHILIPPE EXCOFFIER,AUBERGE DU CHAMP DE MARS,Restaurant,que_ete,CONTRE TERRASSE ESTIVALE SUR STATIONNEMENT,18 RUE DE L'EXPOSITION,75007.0,A,"48.85759440571413, 2.302974494452052",56.10A
43343282000382,COJEAN,COJEAN,Restaurant,que_ete,CONTRE TERRASSE ESTIVALE SUR STATIONNEMENT,28 RUE DU BAC,75007.0,A,"48.85756313537802, 2.3278380644502956",56.10C
48049580300011,L'ALMA,Inconnu,Restaurant,toute_annee,TERRASSE OUVERTE,183 RUE DE L UNIVERSITE,75007.0,A,"48.860984696525485, 2.3015349696412053",56.10A
38521794800012,LY SYLVIE,Inconnu,Restaurant,toute_annee,TERRASSE OUVERTE,34 AVENUE RAPP,75007.0,A,"48.85810211677078, 2.3000760898994534",56.10A
95386934400010,LE COUCOU,Inconnu,Restaurant,toute_annee,TERRASSES OUVERTES SUR TROTTOIR,21 AVENUE DE SEGUR,75007.0,A,"48.85181488546673, 2.3104396367198015",56.10A
79367903600012,SARL CHIKARA,CHIKARA,Restaurant,que_ete,CONTRE TERRASSE ESTIVALE SUR STATIONNEMENT,13 RUE DE MONTTESSUY,75007.0,A,"48.85935977222793, 2.298406331991849",56.10A
51978336900019,LES BOTANISTES,LES BOTANISTES,Restaurant,que_ete,CONTRE TERRASSE ESTIVALE SUR STATIONNEMENT,11B RUE CHOMEL,75007.0,A,"48.852043499906415, 2.3254501711217426",56.10A
48049580300011,L'ALMA,Inconnu,Restaurant,que_ete,CONTRE TERRASSE ESTIVALE SUR STATIONNEMENT,183 RUE DE L'UNIVERSITE,75007.0,A,"48.861015150978176, 2.301553097524555",56.10A
48537661000013,NEW JAWAD,NEW JAWAD,Restaurant,toute_annee,TERRASSE FERMÉE,12 AVENUE RAPP,75007.0,A,"48.86024931898162, 2.300734300107568",56.10A
83403528900018,LES DEUX MUSEES,LES DEUX MUSEES,Restaurant,toute_annee,TERRASSE OUVERTE,5 RUE DE BELLECHASSE,75007.0,A,"48.859962866190386, 2.3246523102215018",56.10A
63201409800016,LA SOURCE,Inconnu,Bar,que_ete,CONTRE TERRASSE ESTIVALE SUR STATIONNEMENT,152 RUE DE GRENELLE,75007.0,A,"48.8581042415258, 2.3103281067025883",56.30Z
34412912700033,BARRIE PATRICK CHARLES,LE ROUQUET,Bar,toute_annee,TERRASSE OUVERTE,188 BOULEVARD SAINT GERMAIN,75007.0,A,"48.8546197987431, 2.330373970159746",56.30Z
88026802400010,LA MEDITA,LA MEDITA,Restaurant,que_ete,CONTRE TERRASSE ESTIVALE SUR STATIONNEMENT,24 RUE SURCOUF,75007.0,A,"48.860392931564654, 2.3095210316539787",56.10A
83374333900016,LA POULE AU POT,LA POULE AU POT,Restaurant,toute_annee,TERRASSE OUVERTE,121 RUE DE L UNIVERSITE,75007.0,A,"48.861073416023, 2.309318686871659",56.10A
61203742400019,L AUBERGE BRESSANE,Inconnu,Restaurant,toute_annee,TERRASSE OUVERTE,16 AVENUE DE LA MOTTE PICQUET,75007.0,A,"48.856566977105345, 2.308600023934966",56.10A
32986035700022,BRASSERIE LE BOURBON,Inconnu,Restaurant,que_ete,CONTRE TERRASSE ESTIVALE SUR PLACES ET TERRE-PLEIN,2V PLACE DU PRESIDENT EDOUARD HERRIOT,75007.0,A,"48.86083133678372, 2.3190834641318716",56.10A
80931399200012,LA PICCOLINA,LA PICCOLINA,Restaurant,toute_annee,TERRASSES OUVERTES SUR TROTTOIR,31 AVENUE DE LA BOURDONNAIS,75007.0,A,"48.85886093209072, 2.2984760212922586",56.10A
89130169900015,GRACE CAFE,GRACE CAFE,Restaurant,toute_annee,TERRASSE OUVERTE,8 RUE DE COMMAILLE,75007.0,A,"48.85277167756858, 2.324111401189442",56.10C
78953326200018,LES ANTIQUAIRES,LES ANTIQUAIRES,Restaurant,que_ete,TERRASSE ESTIVALE SUR TROTTOIR FACE À LA DEVANTURE,13 RUE DU BAC,75007.0,A,"48.858560101824196, 2.3286625570437165",56.10A
83904023500013,CAFE NANO,CAFE NANO,Bar,que_ete,CONTRE TERRASSE ESTIVALE SUR STATIONNEMENT,109 RUE DE GRENELLE,75007.0,A,"48.85732010633972, 2.3183028680791766",56.30Z
78953326200018,LES ANTIQUAIRES,LES ANTIQUAIRES,Restaurant,toute_annee,TERRASSE OUVERTE,13 RUE DU BAC,75007.0,A,"48.858712506449876, 2.328775670503613",56.10A
53003265500017,LE CAMPANELLA,LE CAMPANELLA,Restaurant,que_ete,CONTRE TERRASSE ESTIVALE SUR STATIONNEMENT,18 AVENUE BOSQUET,75007.0,A,"48.85860478138978, 2.303401565499392",56.10A
84521905400010,KYD,SALADE & CAKE,Restaurant,toute_annee,CONTRE-TERRASSE OUVERTE,19 AVENUE DE VILLARS,75007.0,A,"48.851962358546345, 2.313954150527952",56.10C
50081158300029,LE CENTRAL,CAFE CENTRAL,Restaurant,toute_annee,TERRASSE OUVERTE,5 RUE DU CHAMP DE MARS,75007.0,A,"48.85651795710622, 2.3063577989157995",56.10A
81282639400015,JAÏS,Inconnu,Bar,que_ete,CONTRE TERRASSE ESTIVALE SUR STATIONNEMENT,3 RUE SURCOUF,75007.0,A,"48.86205436665355, 2.3093251290291255",56.30Z
78953326200018,LES ANTIQUAIRES,LES ANTIQUAIRES,Restaurant,toute_annee,TERRASSES OUVERTES SUR TROTTOIR,13 RUE DU BAC,75007.0,A,"48.85872978993533, 2.328792460683745",56.10A
93830238700015,PETITE CANTINE,Inconnu,Restaurant,que_ete,CONTRE TERRASSE ESTIVALE SUR STATIONNEMENT,47 RUE DE BABYLONE,75007.0,A,"48.851695286265254, 2.3184323847250323",56.10C
83358850200025,LE BAC A GLACES,LE BAC A GLACES,Restaurant,toute_annee,TERRASSE OUVERTE,109 RUE DU BAC,75007.0,A,"48.852252410490266, 2.3236950608735154",56.10A
42469399200010,CASTEL CAFE,Inconnu,Bar,toute_annee,TERRASSE FERMÉE,5 AVENUE DE SUFFREN,75007.0,A,"48.85695314420297, 2.2921083276057033",56.30Z
52382368000021,CUCINA SAINT GERMAIN,COMPOSE,Restaurant,toute_annee,TERRASSE OUVERTE,23 RUE DE CONSTANTINOPLE,75007.0,A,"48.880238734543546, 2.319389782296843",56.10C
53003265500017,LE CAMPANELLA,LE CAMPANELLA,Restaurant,toute_annee,TERRASSE OUVERTE,18 AVENUE BOSQUET,75007.0,A,"48.858639123019465, 2.3033363342537094",56.10A
90144409100010,GEMELLUS,Inconnu,Restaurant,toute_annee,TERRASSE OUVERTE,37 AVENUE DUQUESNE,75007.0,A,"48.85163437510716, 2.3105565326147626",56.10A
90144409100010,GEMELLUS,Inconnu,Restaurant,que_ete,CONTRE TERRASSE ESTIVALE SUR STATIONNEMENT,37 AVENUE DUQUESNE,75007.0,A,"48.85161033195366, 2.310527245112554",56.10A
55202535500017,SIP BABYLONE,Inconnu,Restaurant,toute_annee,TERRASSE OUVERTE,2 RUE DE BABYLONE,75007.0,A,"48.85179416500803, 2.3264524688608312",56.10A
55202535500017,SIP BABYLONE,Inconnu,Restaurant,toute_annee,TERRASSE OUVERTE,46 BOULEVARD RASPAIL,75007.0,A,"48.85187930415548, 2.3265350136386105",56.10A
82140651900024,ZIA,Inconnu,Restaurant,que_ete,CONTRE TERRASSE ESTIVALE SUR STATIONNEMENT,22 AVENUE DE TOURVILLE,75007.0,A,"48.85417904676721, 2.3071719363858785",56.10A
40372872800029,LE VIOLON D'INGRES,Inconnu,Restaurant,que_ete,CONTRE TERRASSE ESTIVALE SUR STATIONNEMENT,135 RUE SAINT DOMINIQUE,75007.0,A,"48.858237817127794, 2.3018406270365666",56.10A
31591512400012,OUSSADI NACEUR,Inconnu,Restaurant,toute_annee,TERRASSE FERMÉE,204 BOULEVARD SAINT GERMAIN,75007.0,A,"48.85500055169587, 2.329040834474215",56.10A
33248326200017,CAFÉ DE L'ESPLANADE,Inconnu,Restaurant,que_ete,CONTRE TERRASSE ESTIVALE SUR STATIONNEMENT,52 RUE FABERT,75007.0,A,"48.85832428291729, 2.311123484606648",56.10A
38137159000013,LE CHAMP DE MARS,Inconnu,Restaurant,toute_annee,TERRASSE OUVERTE,36 AVENUE RAPP,75007.0,A,"48.85796085330354, 2.3000331975325916",56.10A
52828719600018,CAFÉ DE MARS,LE CAFE DE MARS,Restaurant,que_ete,CONTRE TERRASSE ESTIVALE SUR STATIONNEMENT,11 RUE AUGEREAU,75007.0,A,"48.85737773135161, 2.3020106491086527",56.10A
50204877000015,BABYLONE,LE BABYLONE,Restaurant,toute_annee,TERRASSE OUVERTE,12 RUE DE BABYLONE,75007.0,A,"48.85178017448271, 2.324955212893119",56.10A
44348736800013,LA TERRASSE DU 7EME,Inconnu,Restaurant,toute_annee,TERRASSE FERMÉE,85 AVENUE BOSQUET,75007.0,A,"48.85474823377, 2.305699143281665",56.10A
