SIRET,Nom de l'enseigne,nom_etab_officiel,type_activite,temporalité,Typologie,Numéro et voie,Arrondissement,etatAdministratifEtablissement,geo_point_2d,activitePrincipaleEtablissement
62200916500011,CAVEAU DU PALAIS,Inconnu,Restaurant,toute_annee,TERRASSE OUVERTE,17 PLACE DAUPHINE,75001.0,A,"48.85654455241382, 2.3420729612189506",56.10A
90322450900013,BOUQUET GARNI,Inconnu,Restaurant,toute_annee,TERRASSES OUVERTES SUR TROTTOIR,23 RUE BERGER,75001.0,A,"48.86146189298361, 2.345682349309945",56.10A
84775255700029,BARIOCA,Inconnu,Restaurant,toute_annee,TERRASSE OUVERTE,30 RUE SAINT DENIS,75001.0,A,"48.86007337212048, 2.3483191277183817",56.10A
44892877000016,LA TOURELLE,Inconnu,Restaurant,toute_annee,TERRASSE OUVERTE,2 RUE DE LA VRILLIERE,75001.0,A,"48.865199471145814, 2.340699686608213",56.10A
84775255700029,BARIOCA,Inconnu,Restaurant,toute_annee,TERRASSE OUVERTE,25 RUE DE LA REYNIE,75001.0,A,"48.86007467681781, 2.3483985224626487",56.10A
97910253000016,JJAN,JJAN,Restaurant,toute_annee,TERRASSES OUVERTES SUR VOIE PIÉTONNE,14 RUE DU PONT NEUF,75001.0,A,"48.86014117353123, 2.3443119288595415",56.10A
57221245400019,CAFE CARROUSEL,LE CARROUSEL,Restaurant,que_ete,CONTRE TERRASSE ESTIVALE SUR STATIONNEMENT,1 PLACE DES PYRAMIDES,75001.0,A,"48.864008239395595, 2.332016787372835",56.10A
84253665800029,COCO FRESH TEA AND JUICE,COCO,Restaurant,que_ete,CONTRE TERRASSE ESTIVALE SUR TROTTOIR FACE À LA DEVANTURE,53 RUE DES PETITS CHAMPS,75001.0,A,"48.867160994295986, 2.334975811813951",56.10C
93377139600019,BRASSERIE COQUELICOT,Inconnu,Restaurant,toute_annee,TERRASSES OUVERTES SUR TROTTOIR,2 QUAI DE LA MEGISSERIE,75001.0,A,"48.85766202255796, 2.3458905034176616",56.10A
83757116500021,PERLE'S,MOMEN'TEA,Restaurant,toute_annee,TERRASSE OUVERTE,7 RUE MONTORGUEIL,75001.0,A,"48.86350272560972, 2.3463217659364686",56.10A
94385599900018,LOCMA,Inconnu,Restaurant,toute_annee,TERRASSES OUVERTES SUR VOIE PIÉTONNE,18 RUE MONTORGUEIL,75001.0,A,"48.863531392849595, 2.3464404360208384",56.10C
44529250100019,SUPPRIME,SUPPRIME,Restaurant,toute_annee,TERRASSE OUVERTE,6 RUE DE LA FERRONNERIE,75001.0,A,"48.86029832435011, 2.34756844604569",56.10A
31013032300028,AU CHIEN QUI FUME,Inconnu,Restaurant,toute_annee,TERRASSES OUVERTES SUR TROTTOIR,33 RUE DU PONT NEUF,75001.0,A,"48.86134375138053, 2.344926363607194",56.10A
81767667900019,AU PARIS RIVOLI,PIZZA TIME,Restaurant,toute_annee,TERRASSE OUVERTE,33 RUE SAINT-DENIS,75001.0,A,"48.85994383505683, 2.3481217553706606",56.10A
57220300800030,CAFÉ RUC,Inconnu,Restaurant,toute_annee,TERRASSE OUVERTE,159 RUE SAINT HONORE,75001.0,A,"48.86316634526568, 2.335308600708879",56.10A
50892868600015,TILAL,Inconnu,Restaurant,toute_annee,TERRASSE OUVERTE,74 RUE RAMBUTEAU,75001.0,A,"48.86215001412646, 2.3496488580733113",56.10C
41157414800010,LE FUMOIR,Inconnu,Restaurant,toute_annee,TERRASSE OUVERTE,8 PLACE DU LOUVRE,75001.0,A,"48.86036934958869, 2.34085787853303",56.10A
84060527300027,BLEND,BLEND,Restaurant,que_ete,CONTRE TERRASSE ESTIVALE SUR STATIONNEMENT,18 RUE DUPHOT,75001.0,A,"48.868523422710325, 2.325544591421048",56.10A
45129034000012,LOUISE,Inconnu,Restaurant,toute_annee,TERRASSE OUVERTE,8 RUE CROIX DES PETITS CHAMPS,75001.0,A,"48.86260204611595, 2.3394540528376986",56.10A
95138480900012,THALI,Inconnu,Restaurant,toute_annee,TERRASSES OUVERTES SUR VOIE PIÉTONNE,3 RUE DE LA FERRONNERIE,75001.0,A,"48.860175890398274, 2.3480542294675275",56.10A
88874220200037,LA VILLA SAINT HONORE,Inconnu,Restaurant,toute_annee,TERRASSES OUVERTES SUR VOIE PIÉTONNE,34 PLACE DU MARCHE SAINT HONORE,75001.0,A,"48.86704970145873, 2.3323588781073568",56.10A
50018986500016,CJPS,MARYLIN'S CAFE,Restaurant,toute_annee,TERRASSE FERMÉE,41 BOULEVARD DE SEBASTOPOL,75001.0,A,"48.86134832220063, 2.349565067006474",56.10A
82216362200027,CARROUSEL FRANCAIS,Inconnu,Restaurant,toute_annee,TERRASSE OUVERTE,12 RUE DE TURBIGO,75001.0,A,"48.86367309044493, 2.348602770093649",56.10A
82309164000024,CRÊPERIE DU 8È,CREPERIE 8,Restaurant,toute_annee,TERRASSE OUVERTE,18 RUE MONTORGUEIL,75001.0,A,"48.863425583260806, 2.3464035990553436",56.10C
42167418500044,LE CAFE DES HALLES,LE CAFE DES HALLES,Restaurant,toute_annee,TERRASSE OUVERTE,30 RUE DE LA GRANDE TRUANDERIE,75001.0,A,"48.8630167701721, 2.348255707727072",56.10A
56210010700167,LAURA TODD,Inconnu,Restaurant,toute_annee,TERRASSE OUVERTE,144 RUE SAINT HONORE,75001.0,A,"48.861907504817374, 2.3405283380629953",56.10C
90051489400014,BISTROT DU JARDIN,Inconnu,Restaurant,toute_annee,TERRASSE OUVERTE,33 RUE BERGER,75001.0,A,"48.86174931731041, 2.344125985341698",56.10A
81900622200015,GOURMET DU ROULE,GOURMET DU ROULE,Restaurant,que_ete,CONTRE TERRASSE ESTIVALE SUR STATIONNEMENT,8 RUE DU ROULE,75001.0,A,"48.86046492367959, 2.3436404081959497",56.10C
42098414800015,BGS,Inconnu,Restaurant,toute_annee,TERRASSE OUVERTE,35 RUE MAUCONSEIL,75001.0,A,"48.86406345514914, 2.3468996357381533",56.10A
89973991600018,SNACK HALLES,Inconnu,Restaurant,toute_annee,TERRASSES OUVERTES SUR TROTTOIR,5 RUE DES HALLES,75001.0,A,"48.859197335976276, 2.347079224906432",56.10C
97916859800014,LE RHINOCEROS,LE CIEL DE MARCEL,Restaurant,toute_annee,TERRASSES OUVERTES SUR TROTTOIR,17 RUE ETIENNE MARCEL,75001.0,A,"48.86369433686309, 2.3493616844254515",56.10A
50420254000010,MACCARONI,Inconnu,Restaurant,toute_annee,TERRASSE OUVERTE,18 RUE DES BOURDONNAIS,75001.0,A,"48.85915690806504, 2.3442432582891155",56.10C
52102477800016,BETTER MEIKO,MEI KO,Restaurant,toute_annee,TERRASSE OUVERTE,27 RUE DU BOULOI,75001.0,A,"48.86401816597273, 2.3415582841229012",56.10A
42178075000012,RESTAURANT PAUL,Inconnu,Restaurant,toute_annee,TERRASSE OUVERTE,15 PLACE DAUPHINE,75001.0,A,"48.85631291792783, 2.3423324322550902",56.10A
90201174100011,CHEZ MOLLY,CHEZ MOLLY,Restaurant,toute_annee,TERRASSES OUVERTES SUR TROTTOIR,43 RUE DE L'ARBRE SEC,75001.0,A,"48.86113189626981, 2.3424237573954785",56.10A
82315228500024,LE COMPTOIR SAINT HONORE,LE COMPTOIR SAINT HONORE,Restaurant,toute_annee,TERRASSES OUVERTES SUR TROTTOIR,29 RUE DU PONT NEUF,75001.0,A,"48.860960975147776, 2.344685517389775",56.10A
53207389700029,CENTRE DE DISTRIBUTION FRANCE,MOMEN TEA,Restaurant,toute_annee,TERRASSE OUVERTE,5 AVENUE DE L OPERA,75001.0,A,"48.864915167278475, 2.334570763439954",56.10A
52439699100027,ITACATE COCINA MEXICANA,ITACATE SAVEURS DU MEXIQUE,Restaurant,toute_annee,TERRASSE OUVERTE,94 RUE SAINT HONORE,75001.0,A,"48.86150153750955, 2.3424290149246363",56.10A
88932460400012,PAUSE,PAUSE,Restaurant,toute_annee,TERRASSES OUVERTES SUR TROTTOIR,3 RUE MONTMARTRE,75001.0,A,"48.86384930554921, 2.3455379500772406",56.10A
91540739900012,BNN,CARPE DIEM CAFE,Restaurant,toute_annee,TERRASSE OUVERTE,38 RUE DES BOURDONNAIS,75001.0,A,"48.86053996998256, 2.3456630591357563",56.10A
51819152300043,13 DUQUESNE,Inconnu,Restaurant,toute_annee,TERRASSE FERMÉE,208 RUE SAINT HONORE,75001.0,A,"48.86449639147134, 2.333009637946898",56.10A
85214285000027,GUMMO,SAUVAGES,Bar,toute_annee,TERRASSE OUVERTE,58 RUE JEAN JACQUES ROUSSEAU,75001.0,A,"48.86394529414532, 2.3434446834367715",56.30Z
98540470600014,LE MATIN DES OLIVIERS,LE MATIN DES OLIVIERS,Restaurant,toute_annee,TERRASSES OUVERTES SUR TROTTOIR,2 RUE DE L'ECHELLE,75001.0,A,"48.863460618096575, 2.3341130434990616",56.10C
33499786300017,MAICHI  BEN SAID,Inconnu,Restaurant,toute_annee,TERRASSE OUVERTE,17 RUE JEAN JACQUES ROUSSEAU,75001.0,A,"48.86257326555484, 2.3405588076446255",56.10A
83096554700029,INAVOUE,INAVOUE,Restaurant,toute_annee,TERRASSES OUVERTES SUR VOIE PIÉTONNE,4 IMPASSE GOMBOUST,75001.0,A,"48.86767037499102, 2.3313658290228196",56.10A
94098489100017,LE GOBELET D'ARGENT,Inconnu,Bar,toute_annee,TERRASSES OUVERTES SUR TROTTOIR,2 RUE DE LA PETITE TRUANDERIE,75001.0,A,"48.86282031564069, 2.348252496308677",56.30Z
42190556300019,TIKI PLAYA,Inconnu,Bar,toute_annee,TERRASSE OUVERTE,9 RUE SAINT DENIS,75001.0,A,"48.85922256891545, 2.3476712264624444",56.30Z
62200916500011,CAVEAU DU PALAIS,Inconnu,Restaurant,toute_annee,TERRASSE OUVERTE,17 PLACE DAUPHINE,75001.0,A,"48.85659824541408, 2.342012420492309",56.10A
90190471400010,XING FU TANG,XING FU TANG,Restaurant,toute_annee,CONTRE-TERRASSE PERMANENTE SUR STATIONNEMENT,12 RUE DES MOULINS,75001.0,A,"48.86690148129744, 2.335154203722632",56.10C
49190463700015,SHISHA ONE,CHICHA ONE,Restaurant,toute_annee,TERRASSE OUVERTE,1 RUE DE LA GRANDE TRUANDERIE,75001.0,A,"48.86251290226869, 2.35003655060862",56.10C
80318874700023,ORATOIRE,L'ORATOIRE,Restaurant,toute_annee,TERRASSE OUVERTE,8 RUE DE L ORATOIRE,75001.0,A,"48.86175467599783, 2.3405032211726167",56.10A
80318874700023,ORATOIRE,L'ORATOIRE,Restaurant,toute_annee,TERRASSE OUVERTE,143 RUE SAINT HONORE,75001.0,A,"48.861784414809684, 2.3406068727419047",56.10A
48138353700018,BISTROT VALOIS,BISTROT VALOIS,Restaurant,toute_annee,PLANCHER MOBILE,1 PLACE DE VALOIS,75001.0,A,"48.86333361636516, 2.338023625156111",56.10A
83103025900020,LE SCONE CAFE,Inconnu,Restaurant,toute_annee,TERRASSE OUVERTE,14 QUAI DE LA MEGISSERIE,75001.0,A,"48.858138329514006, 2.3441611076262885",56.10C
91020377700024,AMORINO,AMORINO,Restaurant,toute_annee,TERRASSES OUVERTES SUR VOIE PIÉTONNE,9 RUE MONTORGUEIL,75001.0,A,"48.86353793664935, 2.346334415467447",56.10C
51384112200015,L AUBERGE DU LOUVRE,RARITA,Restaurant,toute_annee,TERRASSE OUVERTE,98 RUE SAINT HONORE,75001.0,A,"48.861537520377055, 2.342225261452576",56.10A
52386356100081,BAGELS,BAGELSTEIN,Restaurant,toute_annee,TERRASSE OUVERTE,6 PASSAGE SAINT ROCH,75001.0,A,"48.865128802258035, 2.3327709069669966",56.10C
42178075000012,RESTAURANT PAUL,Inconnu,Restaurant,toute_annee,TERRASSE OUVERTE,15 PLACE DAUPHINE,75001.0,A,"48.85635427205467, 2.3422853268160817",56.10A
69203872200017,LE PANORAMA,Inconnu,Restaurant,toute_annee,TERRASSE OUVERTE,14 QUAI DU LOUVRE,75001.0,A,"48.85880975604795, 2.341485241423059",56.10A
49878222600019,,CAFE BLANC,Restaurant,toute_annee,TERRASSE OUVERTE,10 RUE DU PELICAN,75001.0,A,"48.86269918229883, 2.3395851366319986",56.10A
42453789200012,,Inconnu,Restaurant,toute_annee,TERRASSE OUVERTE,6 RUE DES PROUVAIRES,75001.0,A,"48.86145241579716, 2.344235320650331",56.10A
44968325900013,,Inconnu,Bar,toute_annee,TERRASSE FERMEE,26 RUE DE LA REYNIE,75001.0,A,"48.86021613503003, 2.3483951571644233",56.30Z
51911151200017,BAOBAB,BAOBAB,Restaurant,toute_annee,TERRASSE OUVERTE,74 RUE SAINT-DENIS,75001.0,A,"48.86180801635634, 2.3492492462149372",56.10C
81428324800015,,LE PAIN QUOTIDIEN,Restaurant,toute_annee,TERRASSE OUVERTE,97 RUE RAMBUTEAU,75001.0,A,"48.86258629835566, 2.3472521580933705",56.10A
41157414800010,LE FUMOIR,Inconnu,Restaurant,toute_annee,TERRASSE OUVERTE,6 RUE DE L AMIRAL DE COLIGNY,75001.0,A,"48.86043445528865, 2.3407960004952493",56.10A
62200916500011,CAVEAU DU PALAIS,Inconnu,Restaurant,toute_annee,TERRASSE OUVERTE,17 PLACE DAUPHINE,75001.0,A,"48.856481681322606, 2.3421429592235987",56.10A
48457800000016,LE JIP'S CAFE,Inconnu,Restaurant,toute_annee,TERRASSE OUVERTE,41 RUE SAINT DENIS,75001.0,A,"48.86015240175785, 2.3482229019256082",56.10A
84216459200037,O'31,O'31,Restaurant,que_ete,CONTRE TERRASSE ESTIVALE SUR TROTTOIR FACE À LA DEVANTURE,13 RUE DE L'ECHELLE,75001.0,A,"48.86456916139524, 2.3346732489191937",56.10C
97995936800015,PEPPE PIZZA,Inconnu,Restaurant,que_ete,TERRASSE ESTIVALE SUR TROTTOIR FACE À LA DEVANTURE,104 RUE SAINT DENIS,75001.0,A,"48.86347883112138, 2.349979012450999",56.10A
49878222600019,,CAFE BLANC,Restaurant,toute_annee,TERRASSE OUVERTE,10 RUE DU PELICAN,75001.0,A,"48.86267904381375, 2.3396538613974904",56.10A
54206498500014,L'ALSACE AUX HALLES,Inconnu,Restaurant,toute_annee,TERRASSE OUVERTE,50 RUE JEAN JACQUES ROUSSEAU,75001.0,A,"48.8637551227585, 2.343062796244406",56.10A
87883911700024,CHEZ DENISE,Inconnu,Restaurant,toute_annee,TERRASSE OUVERTE,5 RUE DES PROUVAIRES,75001.0,A,"48.86150211201645, 2.3441035496064084",56.10A
42453789200012,,Inconnu,Restaurant,toute_annee,TERRASSE FERMEE,10 RUE DES PROUVAIRES,75001.0,A,"48.861674304582394, 2.3443700596163457",56.10A
82246200800027,L'HYPERBOL,Inconnu,Bar,toute_annee,TERRASSE OUVERTE,14 RUE DES PRECHEURS,75001.0,A,"48.862065223459844, 2.3486349602613754",56.30Z
38294547500020,UDON BISTRO KUNITORAYA,Inconnu,Restaurant,toute_annee,TERRASSE OUVERTE,5 RUE VILLEDO,75001.0,A,"48.86620724209983, 2.3362952858996486",56.10A
58210654800016,CAFE DE LA COMEDIE,Inconnu,Restaurant,que_ete,TERRASSE ESTIVALE SUR TROTTOIR DÉSAXÉE PAR RAPPORT À LA DEVANTURE,157 RUE SAINT HONORE,75001.0,A,"48.862985279751705, 2.3359164492706506",56.10A
89161589000011,HANOI 1988,Inconnu,Restaurant,toute_annee,CONTRE-TERRASSE PERMANENTE SUR STATIONNEMENT,72 QUAI DES ORFEVRES,75001.0,A,"48.85672624349735, 2.341512053982586",56.10C
98121687200011,YAMATO,YAMATO,Restaurant,toute_annee,TERRASSES OUVERTES SUR TROTTOIR,54 RUE JEAN JACQUES ROUSSEAU,75001.0,A,"48.86383091957757, 2.3432209071933614",56.10A
30824787300018,AU PERE FOUETTARD,AU PERE FOUETTARD,Restaurant,toute_annee,TERRASSE OUVERTE,9 RUE PIERRE LESCOT,75001.0,A,"48.8626173624693, 2.3484782234372577",56.10A
80979664200019,TEMPLE ROCK TAVERN,TEMPLE ROCK TAVERN,Restaurant,toute_annee,TERRASSES OUVERTES SUR VOIE PIÉTONNE,31 RUE DES LOMBARDS,75001.0,A,"48.8596110668082, 2.348393209425137",56.10A
51884906200014,L'AMPHI,L'AMPHI,Restaurant,que_ete,CONTRE TERRASSE ESTIVALE SUR STATIONNEMENT,23 AVENUE VICTORIA,75001.0,A,"48.85813321973573, 2.346077667805264",56.10A
79155411600024,LOUP,LOUP,Restaurant,que_ete,CONTRE TERRASSE ESTIVALE SUR TROTTOIR FACE À LA DEVANTURE,20 RUE COQUILLIERE,75001.0,A,"48.8638533667432, 2.342544009811089",56.10A
56206190300018,LE MUSSET,LE MUSSET,Restaurant,toute_annee,TERRASSE OUVERTE,5 RUE DE L ECHELLE,75001.0,A,"48.863796896034806, 2.3340566943897723",56.10A
83120004300535,AMREST OPCO SAS,AMREST OPCO - SEBASTOPOL,Restaurant,toute_annee,TERRASSE OUVERTE,2 RUE BERGER,75001.0,A,"48.86071512864642, 2.3490621404699294",56.10C
48138353700018,BISTROT VALOIS,BISTROT VALOIS,Restaurant,toute_annee,TERRASSES FERMÉES SUR TROTTOIR,1B PLACE DE VALOIS,75001.0,A,"48.86333895828976, 2.3380156226167723",56.10A
48982494600037,EVEREST CHATELET,EVEREST CHATELET,Restaurant,toute_annee,TERRASSE OUVERTE,8 RUE DE LA FERRONNERIE,75001.0,A,"48.86019090044158, 2.3474237348934013",56.10A
57216911800013,LE RELAIS DU VIN,LE RELAIS DU VIN,Restaurant,toute_annee,TERRASSE OUVERTE,2 RUE DES PRECHEURS,75001.0,A,"48.861933147562546, 2.349088934487543",56.10A
48812552700017,VIG,CAFE VIGOUROUX,Bar,toute_annee,TERRASSE OUVERTE,1 PLACE SAINTE OPPORTUNE,75001.0,A,"48.859682463865646, 2.346977523124423",56.30Z
50018986500016,CJPS,MARYLIN'S CAFE,Restaurant,toute_annee,TERRASSE FERMÉE,2 RUE DE LA COSSONNERIE,75001.0,A,"48.86136535388456, 2.3494535199340447",56.10A
83780495400027,LISA,Inconnu,Restaurant,toute_annee,TERRASSE OUVERTE,9 RUE BERGER,75001.0,A,"48.86065612946956, 2.3488316709681514",56.10C
84454958400010,ON THE BAB,ON THE BAB,Restaurant,que_ete,CONTRE TERRASSE ESTIVALE SUR STATIONNEMENT,21 RUE THERESE,75001.0,A,"48.8663375819695, 2.3350518302010155",56.10A
90051489400014,BISTROT DU JARDIN,Inconnu,Restaurant,toute_annee,TERRASSE OUVERTE,9 RUE DES PROUVAIRES,75001.0,A,"48.861679480278234, 2.344158645764793",56.10A
90051489400014,BISTROT DU JARDIN,Inconnu,Restaurant,toute_annee,TERRASSE OUVERTE,9 RUE DES PROUVAIRES,75001.0,A,"48.861724738709704, 2.344168264946078",56.10A
79001189400025,LE BAR DE L'ENTRACTE,Inconnu,Restaurant,toute_annee,TERRASSE OUVERTE,47 RUE DE MONTPENSIER,75001.0,A,"48.866389230927425, 2.3375493154174443",56.10A
48982494600037,EVEREST CHATELET,EVEREST CHATELET,Restaurant,toute_annee,TERRASSES OUVERTES SUR TROTTOIR,20 RUE DES HALLES,75001.0,A,"48.85999635349238, 2.346656336172936",56.10A
38089185300018,LA FRESQUE,Inconnu,Restaurant,que_ete,TERRASSE ESTIVALE SUR TROTTOIR FACE À LA DEVANTURE,98 RUE RAMBUTEAU,75001.0,A,"48.86246905520761, 2.3481138075809866",56.10A
44533010300273,CAFE SIRENE FRANCE,STARBUCKS COFFEE,Restaurant,toute_annee,TERRASSE OUVERTE,21 RUE DES PETITS CARREAUX,75001.0,A,"48.86717637742241, 2.347213534515059",56.10C
91780740600017,SAM SUN,Inconnu,Restaurant,toute_annee,TERRASSES OUVERTES SUR TROTTOIR,41 RUE DE RICHELIEU,75001.0,A,"48.865782307460194, 2.336764230675263",56.10A
32505062300025,LE BAISER SALE,Inconnu,Bar,toute_annee,TERRASSE OUVERTE,58 RUE DES LOMBARDS,75001.0,A,"48.85982061782576, 2.3477921100599586",56.30Z
79155411600024,LOUP,LOUP,Restaurant,que_ete,CONTRE TERRASSE ESTIVALE SUR TROTTOIR FACE À LA DEVANTURE,20 RUE COQUILLIERE,75001.0,A,"48.863829974653235, 2.3425823020410816",56.10A
37928790700016,COFFE SHOP,Inconnu,Restaurant,toute_annee,TERRASSE OUVERTE,24 RUE DU PONT NEUF,75001.0,A,"48.86098405004502, 2.3449636881008518",56.10A
44533010300059,CAFE SIRENE FRANCE,STARBUCKS COFFEE FRANCE,Restaurant,toute_annee,TERRASSE OUVERTE,91 BOULEVARD SAINT GERMAIN,75001.0,A,"48.85197794859775, 2.339510145210443",56.10C
40164460400019,SNC LE CAMELIA,Inconnu,Bar,toute_annee,TERRASSE OUVERTE,2 QUAI DE LA MEGISSERIE,75001.0,A,"48.85754618368421, 2.3463569863028297",56.30Z
48857323900024,LE PARADIS DU FRUIT,LE PARADIS DU FRUIT,Restaurant,toute_annee,TERRASSE OUVERTE,4 RUE SAINT HONORE,75001.0,A,"48.86103839941575, 2.34515381109164",56.10A
91898762900014,CICCIOLINA,Inconnu,Restaurant,que_ete,TERRASSE ESTIVALE SUR TROTTOIR FACE À LA DEVANTURE,21 RUE PIERRE LESCOT,75001.0,A,"48.8635153819534, 2.3489139586886885",56.10A
48452524100010,D.N.,CAFE DES MOULINS,Restaurant,toute_annee,TERRASSE OUVERTE,14 RUE DES MOULINS,75001.0,A,"48.86706037648991, 2.3353802444497362",56.10A
48812552700017,VIG,CAFE VIGOUROUX,Bar,toute_annee,TERRASSE OUVERTE,10 RUE DES HALLES,75001.0,A,"48.85971074053282, 2.346911974413597",56.30Z
83483120800014,MOTORS COFFEE,MOTORS COFFEE,Restaurant,que_ete,CONTRE TERRASSE ESTIVALE SUR TROTTOIR FACE À LA DEVANTURE,7 RUE DES HALLES,75001.0,A,"48.85930013657644, 2.3470535947535445",56.10C
30109818200027,LA VILLA DU MUSEE 196,ENZA FAMIGLIA LOUVRE,Restaurant,toute_annee,CONTRE-TERRASSE PERMANENTE SUR STATIONNEMENT,198 RUE SAINT HONORE,75001.0,A,"48.86259483547031, 2.337887005147079",56.10A
83754174700023,EATS THYME,Inconnu,Restaurant,que_ete,TERRASSE ESTIVALE SUR TROTTOIR FACE À LA DEVANTURE,46 RUE COQUILLIERE,75001.0,A,"48.86468401705073, 2.3406636758736945",56.10C
45129034000012,LOUISE,Inconnu,Restaurant,toute_annee,TERRASSE FERMÉE,8 RUE CROIX DES PETITS CHAMPS,75001.0,A,"48.86259416747535, 2.3394689790604666",56.10A
83252232000023,LE BISTROT D'EUSTACHE,LE BISTROT D'EUSTACHE,Restaurant,que_ete,CONTRE TERRASSE ESTIVALE SUR TROTTOIR FACE À LA DEVANTURE,37 RUE BERGER,75001.0,A,"48.86189044045907, 2.3436693274388745",56.10A
58201695200019,LA ROTONDE ST HONORE,LA ROTONDE ST HONORE,Restaurant,toute_annee,TERRASSE OUVERTE,10 RUE DES PYRAMIDES,75001.0,A,"48.86458292051097, 2.3328734903396726",56.10A
43955620000020,N'IMPORTE QUOI,Inconnu,Restaurant,que_ete,CONTRE TERRASSE ESTIVALE SUR STATIONNEMENT,16 RUE DU ROULE,75001.0,A,"48.860808296230104, 2.343819715458893",56.10A
31013032300028,AU CHIEN QUI FUME,Inconnu,Restaurant,que_ete,TERRASSE ESTIVALE SUR TROTTOIR FACE À LA DEVANTURE,33 RUE DU PONT NEUF,75001.0,A,"48.86139740472224, 2.3448800401770487",56.10A
92185626600017,LA QUINTESSENCE,LA QUINTESSENCE,Restaurant,toute_annee,TERRASSE OUVERTE,127 RUE SAINT HONORE,75001.0,A,"48.861553482559586, 2.3416452404869226",56.10C
93377139600019,BRASSERIE COQUELICOT,Inconnu,Restaurant,toute_annee,TERRASSES OUVERTES SUR TROTTOIR,2 QUAI DE LA MEGISSERIE,75001.0,A,"48.857664819173316, 2.3459287729351983",56.10A
44426163000024,BAR RESTAURANT CHOUCHOU,BAR RESTAURANT CHOUCHOU,Restaurant,toute_annee,TERRASSE OUVERTE,23 BOULEVARD SEBASTOPOL,75001.0,A,"48.86001274989585, 2.3488468626383625",56.10A
47952865500018,CHEZ CLAUDE,CHEZ CLAUDE,Restaurant,toute_annee,TERRASSE OUVERTE,166 RUE SAINT HONORE,75001.0,A,"48.86221546760592, 2.339457110032639",56.10A
94995202200026,BELLA PIAZZA,Inconnu,Restaurant,toute_annee,TERRASSES OUVERTES SUR TROTTOIR,8 RUE DE LA PETITE TRUANDERIE,75001.0,A,"48.86281447640798, 2.348393749130952",56.10A
44529250100019,SUPPRIME,SUPPRIME,Restaurant,toute_annee,TERRASSE OUVERTE,11 RUE DES INNOCENTS,75001.0,A,"48.86043506903065, 2.347530768648367",56.10A
82400591200020,BOUCHE BEE,BOUCHE BEE,Restaurant,que_ete,CONTRE TERRASSE ESTIVALE SUR STATIONNEMENT,20 RUE DU ROULE,75001.0,A,"48.86098562065107, 2.343913684576894",56.10C
85099620800011,AU PAVILLON PARIS,Inconnu,Bar,toute_annee,TERRASSE FERMÉE,65 BOULEVARD DE SEBASTOPOL,75001.0,A,"48.863297581180355, 2.3506888694646406",56.30Z
30824787300018,AU PERE FOUETTARD,AU PERE FOUETTARD,Restaurant,toute_annee,TERRASSE OUVERTE,9 RUE PIERRE LESCOT,75001.0,A,"48.86262543003647, 2.3484431156832573",56.10A
57220300800030,CAFÉ RUC,Inconnu,Restaurant,toute_annee,TERRASSE OUVERTE,3 RUE DE ROHAN,75001.0,A,"48.863066271551304, 2.3353172328347367",56.10A
90408955400011,LE THÉ,LELECHA,Restaurant,que_ete,CONTRE TERRASSE ESTIVALE SUR STATIONNEMENT,8 RUE DE L'ORATOIRE,75001.0,A,"48.86169331258008, 2.3403788766630056",56.10C
50018986500016,CJPS,MARYLIN'S CAFE,Restaurant,toute_annee,TERRASSE OUVERTE,2 RUE DE LA COSSONNERIE,75001.0,A,"48.8613489866269, 2.349439451751981",56.10A
50058174900016,METS FOOD,VEGET'HALLES,Restaurant,toute_annee,TERRASSE OUVERTE,41 RUE DU BOURDONNAIS,75001.0,A,"48.86056701734711, 2.3455415837056885",56.10A
82315228500024,LE COMPTOIR SAINT HONORE,LE COMPTOIR SAINT HONORE,Restaurant,toute_annee,TERRASSES OUVERTES SUR TROTTOIR,29 RUE DU PONT NEUF,75001.0,A,"48.86102399878784, 2.344707855584086",56.10A
75356455800025,MIDORY,MIDORY,Restaurant,toute_annee,TERRASSE OUVERTE,49 RUE DE L ARBRE SEC,75001.0,A,"48.86127015104489, 2.342421747940657",56.10A
98038186700012,FONDUE ZHANGGE,Inconnu,Restaurant,que_ete,TERRASSE ESTIVALE SUR TROTTOIR FACE À LA DEVANTURE,43 BOULEVARD DE SEBASTOPOL,75001.0,A,"48.861588829515085, 2.349135023769892",56.10A
51529974100022,CAP 69,Inconnu,Restaurant,toute_annee,TERRASSE OUVERTE,40 BOULEVARD MALESHERBES,75001.0,A,"48.874085443342835, 2.3206747311407097",56.10A
89466777300010,LIBERTA,Inconnu,Restaurant,que_ete,TERRASSE ESTIVALE SUR TROTTOIR FACE À LA DEVANTURE,2 PLACE MAURICE QUENTIN,75001.0,A,"48.8613280678307, 2.3451219412466537",56.10A
81420301400018,L'IMPERIAL RIVOLI,L IMPERIAL RIVOLI,Restaurant,que_ete,CONTRE TERRASSE ESTIVALE SUR STATIONNEMENT,1 RUE ROUGET DE L'ISLE,75001.0,A,"48.86592179595469, 2.3261159438364785",56.10A
49771515100039,RESTOROUSSEAU - J.J.R.,L'EMILE,Restaurant,toute_annee,TERRASSE OUVERTE,8 RUE JEAN JACQUES ROUSSEAU,75001.0,A,"48.86225574516281, 2.3401327324926373",56.10A
